Product_Name,Category,Main_Category,Original_Price,Discount_Percent,Discounted_Price,In_Stock,Total_Quantity
Trendy Jeans 5000,Jeans,Clothing,2801,50,1400,True,12
Value Tablets Max,Tablets,Electronics,3297,15,2802,True,15
Trendy Dresses Ultra,Dresses,Clothing,6577,0,6577,True,5
Neo Wardrobes 5000,Wardrobes,Furniture,2644,0,2644,True,50
Classic Dresses X,Dresses,Clothing,25212,30,17648,True,500
Elite Dresses Collection,Dresses,Clothing,1540,10,1386,False,0
Ultra Jeans Elite,Jeans,Clothing,3865,40,2319,True,5
Elite Beds S,Beds,Furniture,2782,25,2086,True,100
Luxury Smartwatches Plus,Smartwatches,Electronics,32327,35,21013,True,30
Trendy Sneakers 3000,Sneakers,Clothing,6362,5,6044,True,10
Kurtas 8889,Kurtas,Clothing,18845,30,13192,True,15
Classic Speakers Z,Speakers,Electronics,714,5,678,True,80
Style Kitchen Appliances Series,Kitchen Appliances,Home & Kitchen,6973,50,3486,True,10
Premium Smartphones 2024,Smartphones,Electronics,15664,25,11748,False,0
Elite Activewear 2024,Activewear,Clothing,5484,10,4936,True,12
Premium Sneakers 2024,Sneakers,Clothing,19687,5,18703,True,15
Max Home Decor S,Home Decor,Home & Kitchen,2515,0,2515,True,5
Trendy Office Chairs X,Office Chairs,Furniture,30784,30,21549,True,150
Shoes 5644,Shoes,Clothing,97846,0,97846,True,25
Home Decor 4548,Home Decor,Home & Kitchen,3074,20,2459,True,20
Classic Toys Special,Toys,"Sports, Toys & Others",2761,5,2623,True,3
Value Jeans Series,Jeans,Clothing,32597,25,24448,True,20
Super Smartphones S,Smartphones,Electronics,38408,35,24965,True,4
Royal Shirts Elite,Shirts,Clothing,2497,35,1623,True,3
Style Kurtas 3000,Kurtas,Clothing,2854,35,1855,True,12
Makeup 2127,Makeup,Beauty & Personal Care,3416,0,3416,True,9
Trendy Makeup 2024,Makeup,Beauty & Personal Care,858,0,858,True,15
Pro T-Shirts Series,T-Shirts,Clothing,1493,30,1045,True,3
Shirts 2577,Shirts,Clothing,1336,10,1202,True,9
Vogue Jeans Pro,Jeans,Clothing,1816,15,1544,True,5
Activewear 9706,Activewear,Clothing,4710,0,4710,True,500
Ultra T-Shirts Max,T-Shirts,Clothing,6681,5,6347,True,15
Elite Shoes X,Shoes,Clothing,36984,0,36984,True,30
Tablets 8069,Tablets,Electronics,1346,50,673,True,7
Neo Jeans Pro,Jeans,Clothing,17716,5,16830,True,3
Trendy Toys Ultra,Toys,"Sports, Toys & Others",3731,20,2985,False,0
Wardrobes 8899,Wardrobes,Furniture,4621,0,4621,True,7
Sneakers 7246,Sneakers,Clothing,11847,25,8885,True,9
Super Shoes Plus,Shoes,Clothing,1145,10,1030,True,25
Max Skincare Special,Skincare,Beauty & Personal Care,8101,50,4050,True,1
Skincare 2373,Skincare,Beauty & Personal Care,6118,50,3059,True,60
Royal Skincare Series,Skincare,Beauty & Personal Care,9347,10,8412,True,12
Premium Office Chairs X,Office Chairs,Furniture,7176,50,3588,True,7
Ultra Beds X,Beds,Furniture,119907,70,35972,True,3
Pro Activewear 3000,Activewear,Clothing,2151,40,1291,True,5
Ultra Kitchen Appliances 2024,Kitchen Appliances,Home & Kitchen,2471,40,1483,True,150
Vogue Makeup Elite,Makeup,Beauty & Personal Care,2192,5,2082,True,30
Royal Smartphones Series,Smartphones,Electronics,2393,20,1914,True,6
Vogue Laptops Elite,Laptops,Electronics,2152,0,2152,True,3
Shoes 7511,Shoes,Clothing,23117,0,23117,False,0
Sports Equipment 7770,Sports Equipment,"Sports, Toys & Others",31233,70,9370,False,0
Royal Toys Special,Toys,"Sports, Toys & Others",2346,10,2111,True,9
Royal Activewear Special,Activewear,Clothing,1670,30,1169,True,8
Max T-Shirts 5000,T-Shirts,Clothing,9095,35,5912,False,0
Headphones 7522,Headphones,Electronics,2404,40,1442,False,0
Shoes 2951,Shoes,Clothing,11219,70,3366,True,500
Makeup 8317,Makeup,Beauty & Personal Care,6415,5,6094,True,5
T-Shirts 3650,T-Shirts,Clothing,687,0,687,True,20
Royal Sneakers Edition,Sneakers,Clothing,36840,10,33156,True,9
Fragrances 1852,Fragrances,Beauty & Personal Care,50880,0,50880,True,10
Style Smartphones X,Smartphones,Electronics,2222,0,2222,True,6
Cookware 3381,Cookware,Home & Kitchen,2977,10,2679,True,60
Vogue Sofas Series,Sofas,Furniture,7145,35,4644,True,10
Max Office Chairs Ultra,Office Chairs,Furniture,7611,20,6089,True,15
Vogue Tablets Pro,Tablets,Electronics,11599,10,10439,True,7
Shirts 7564,Shirts,Clothing,67228,25,50421,True,5
Royal Kurtas Lite,Kurtas,Clothing,3915,5,3719,True,3
Cookware 1941,Cookware,Home & Kitchen,1746,0,1746,True,30
Smartwatches 3871,Smartwatches,Electronics,820,35,533,True,5
Classic Laptops X,Laptops,Electronics,1905,25,1429,True,30
Style Makeup Lite,Makeup,Beauty & Personal Care,4720,35,3068,False,0
Super Sarees Ultra,Sarees,Clothing,50793,0,50793,True,9
Style Speakers Pro,Speakers,Electronics,2514,40,1508,True,10
Style Fragrances X,Fragrances,Beauty & Personal Care,6591,25,4943,True,8
Tablets 2422,Tablets,Electronics,4823,20,3858,False,0
Jeans 7544,Jeans,Clothing,23098,25,17324,True,7
Trendy Speakers Edition,Speakers,Electronics,131610,40,78966,True,25
Royal Speakers X,Speakers,Electronics,2471,20,1977,True,25
Smartphones 2124,Smartphones,Electronics,2608,20,2086,True,7
Cookware 5661,Cookware,Home & Kitchen,19149,70,5745,True,10
Fragrances 6703,Fragrances,Beauty & Personal Care,11957,30,8370,True,5
Value Sneakers Elite,Sneakers,Clothing,54356,15,46203,True,6
Pro Tablets Collection,Tablets,Electronics,10527,30,7369,True,1
T-Shirts 1076,T-Shirts,Clothing,3089,10,2780,True,150
Trendy Wardrobes Plus,Wardrobes,Furniture,10619,5,10088,True,6
Royal Kurtas Lite,Kurtas,Clothing,20825,20,16660,True,6
Ultra Shoes Elite,Shoes,Clothing,14317,50,7158,True,7
T-Shirts 5098,T-Shirts,Clothing,9528,50,4764,True,4
Trendy Speakers Special,Speakers,Electronics,19718,10,17746,True,20
Skincare 6565,Skincare,Beauty & Personal Care,22531,20,18025,True,3
Televisions 8517,Televisions,Electronics,29715,0,29715,True,4
Vogue Office Chairs X,Office Chairs,Furniture,11452,70,3436,False,0
Max Jeans Max,Jeans,Clothing,3965,70,1190,True,8
Super Speakers Ultra,Speakers,Electronics,5963,25,4472,True,30
Pro Kurtas 3000,Kurtas,Clothing,23648,35,15371,True,15
Neo Kurtas X,Kurtas,Clothing,1704,30,1193,True,6
Toys 5314,Toys,"Sports, Toys & Others",7957,20,6366,True,25
Ultra Sofas Edition,Sofas,Furniture,2955,0,2955,True,4
Value Toys 3000,Toys,"Sports, Toys & Others",5115,15,4348,True,12
Elite Shoes Special,Shoes,Clothing,25967,25,19475,True,9
Pro Gaming Consoles Elite,Gaming Consoles,Electronics,6317,25,4738,True,6
Luxury Kurtas Z,Kurtas,Clothing,5234,10,4711,True,20
Pro Sneakers Ultra,Sneakers,Clothing,841,60,336,True,100
Activewear 5348,Activewear,Clothing,13000,0,13000,True,500
Pro Smartphones Ultra,Smartphones,Electronics,11404,15,9693,True,20
Sarees 6833,Sarees,Clothing,82028,30,57420,True,9
Ultra Jeans Plus,Jeans,Clothing,3303,30,2312,False,0
Fragrances 9071,Fragrances,Beauty & Personal Care,6552,25,4914,False,0
Super Sofas Pro,Sofas,Furniture,6814,5,6473,True,10
Cookware 7081,Cookware,Home & Kitchen,38303,0,38303,True,8
Classic Sarees Elite,Sarees,Clothing,4353,25,3265,True,200
Super Wardrobes Elite,Wardrobes,Furniture,7082,20,5666,True,8
Super Shoes 2024,Shoes,Clothing,10860,0,10860,True,8
Super Sarees Series,Sarees,Clothing,6280,30,4396,True,8
Royal Sneakers Pro,Sneakers,Clothing,2758,15,2344,True,80
Trendy Activewear S,Activewear,Clothing,6342,25,4756,True,25
Ultra Shoes Collection,Shoes,Clothing,19897,40,11938,True,20
Premium Home Decor X,Home Decor,Home & Kitchen,1297,0,1297,True,8
Trendy Shoes Plus,Shoes,Clothing,5857,0,5857,True,60
Vogue Fragrances Elite,Fragrances,Beauty & Personal Care,1983,35,1289,True,2
Max Shoes Ultra,Shoes,Clothing,23299,20,18639,True,100
Vogue Sofas 3000,Sofas,Furniture,680,30,476,True,12
Classic T-Shirts Series,T-Shirts,Clothing,2383,40,1430,True,9
Luxury Kurtas 5000,Kurtas,Clothing,8046,35,5230,True,12
Trendy Activewear Elite,Activewear,Clothing,37713,60,15085,True,25
Vogue Headphones 2024,Headphones,Electronics,4524,20,3619,True,1
Sofas 4744,Sofas,Furniture,2394,15,2035,True,100
Activewear 5422,Activewear,Clothing,56845,10,51160,True,10
Smartwatches 8081,Smartwatches,Electronics,750,0,750,True,8
Tablets 4212,Tablets,Electronics,283,20,226,True,4
Luxury Dresses 2024,Dresses,Clothing,8731,5,8294,True,9
Premium Toys S,Toys,"Sports, Toys & Others",2566,50,1283,True,12
Elite Shirts 3000,Shirts,Clothing,1306,20,1045,True,9
Fragrances 5915,Fragrances,Beauty & Personal Care,12375,20,9900,False,0
Value Home Decor Pro,Home Decor,Home & Kitchen,6765,10,6088,True,9
Luxury Speakers S,Speakers,Electronics,2367,0,2367,True,500
Value Home Decor Elite,Home Decor,Home & Kitchen,933,0,933,True,20
Style Jeans Plus,Jeans,Clothing,15318,15,13020,False,0
Neo Cookware Elite,Cookware,Home & Kitchen,11474,0,11474,True,4
Royal Activewear Elite,Activewear,Clothing,4331,20,3465,True,9
Trendy Wardrobes Plus,Wardrobes,Furniture,54351,50,27176,True,8
Style Headphones Z,Headphones,Electronics,1226,50,613,True,15
Style Fitness Gear S,Fitness Gear,"Sports, Toys & Others",678,25,508,True,100
Tablets 5663,Tablets,Electronics,2004,0,2004,True,3
Style Fitness Gear Special,Fitness Gear,"Sports, Toys & Others",4644,40,2786,True,3
Skincare 8322,Skincare,Beauty & Personal Care,6761,50,3380,False,0
Activewear 7243,Activewear,Clothing,3601,0,3601,True,6
Classic Toys 2024,Toys,"Sports, Toys & Others",7787,30,5451,True,25
Fitness Gear 6527,Fitness Gear,"Sports, Toys & Others",968,5,920,True,15
Vogue Cookware Edition,Cookware,Home & Kitchen,32192,35,20925,True,80
Dining Sets 2168,Dining Sets,Furniture,4428,70,1328,True,4
Neo Cookware Ultra,Cookware,Home & Kitchen,21059,0,21059,True,4
Style Smartphones Lite,Smartphones,Electronics,7693,50,3846,True,15
Dresses 7479,Dresses,Clothing,8923,25,6692,True,300
Classic Jeans 5000,Jeans,Clothing,10335,60,4134,True,9
Sneakers 9535,Sneakers,Clothing,8818,15,7495,True,7
Sneakers 7782,Sneakers,Clothing,11363,40,6818,True,20
Value Kurtas X,Kurtas,Clothing,27736,0,27736,True,300
Pro Home Decor Elite,Home Decor,Home & Kitchen,6362,10,5726,True,80
Sports Equipment 2311,Sports Equipment,"Sports, Toys & Others",12386,0,12386,False,0
Trendy Headphones Plus,Headphones,Electronics,4385,60,1754,True,1
Classic Speakers Pro,Speakers,Electronics,32040,35,20826,True,4
Trendy Smartphones Max,Smartphones,Electronics,2045,40,1227,True,20
Vogue Makeup 2024,Makeup,Beauty & Personal Care,51216,50,25608,True,60
Trendy Dresses Lite,Dresses,Clothing,4677,0,4677,True,7
Luxury Fragrances Lite,Fragrances,Beauty & Personal Care,767,10,690,True,6
Elite Televisions 2024,Televisions,Electronics,5820,0,5820,True,50
Elite Laptops X,Laptops,Electronics,2033,0,2033,True,2
Neo Home Decor 3000,Home Decor,Home & Kitchen,14697,5,13962,True,8
Fragrances 8654,Fragrances,Beauty & Personal Care,2109,15,1793,True,12
Sofas 9856,Sofas,Furniture,2759,5,2621,True,15
T-Shirts 9987,T-Shirts,Clothing,422,0,422,True,40
Luxury Tablets S,Tablets,Electronics,2737,0,2737,True,8
Classic Fitness Gear Series,Fitness Gear,"Sports, Toys & Others",211,0,211,True,20
Style Sofas Lite,Sofas,Furniture,629,60,252,True,15
Jeans 8891,Jeans,Clothing,13242,30,9269,True,15
Super Headphones Max,Headphones,Electronics,13686,60,5474,True,25
Neo Makeup Series,Makeup,Beauty & Personal Care,8567,15,7282,True,6
Max Tablets X,Tablets,Electronics,1402,5,1332,True,3
Value Jeans 2024,Jeans,Clothing,4631,35,3010,True,4
Classic Shoes X,Shoes,Clothing,4904,10,4414,True,6
Classic Activewear Special,Activewear,Clothing,1093,5,1038,True,12
Super Fitness Gear Series,Fitness Gear,"Sports, Toys & Others",34787,5,33048,True,80
T-Shirts 4788,T-Shirts,Clothing,15416,0,15416,True,30
Activewear 9981,Activewear,Clothing,3697,5,3512,True,50
Trendy Tablets Series,Tablets,Electronics,5103,10,4593,False,0
Elite T-Shirts Edition,T-Shirts,Clothing,6461,25,4846,True,9
Headphones 4614,Headphones,Electronics,347,0,347,True,9
Trendy Jeans Ultra,Jeans,Clothing,3573,0,3573,True,5
Super T-Shirts Elite,T-Shirts,Clothing,2030,35,1320,True,3
Luxury Fitness Gear Elite,Fitness Gear,"Sports, Toys & Others",1340,0,1340,True,20
Value Smartphones Max,Smartphones,Electronics,3419,10,3077,True,500
Max Dining Sets Plus,Dining Sets,Furniture,51000,40,30600,True,5
Vogue T-Shirts Collection,T-Shirts,Clothing,11335,0,11335,True,2
Vogue Fitness Gear Special,Fitness Gear,"Sports, Toys & Others",2345,0,2345,True,50
Premium Skincare 2024,Skincare,Beauty & Personal Care,10373,15,8817,True,6
Royal Headphones X,Headphones,Electronics,30386,5,28867,True,60
Ultra Sneakers Lite,Sneakers,Clothing,16393,20,13114,True,30
Luxury Dresses Collection,Dresses,Clothing,5325,35,3461,True,300
Toys 4814,Toys,"Sports, Toys & Others",2125,0,2125,True,9
Premium Dining Sets Special,Dining Sets,Furniture,12213,20,9770,False,0
Trendy T-Shirts Lite,T-Shirts,Clothing,8218,15,6985,True,10
Smartwatches 9165,Smartwatches,Electronics,15777,0,15777,True,20
Headphones 8597,Headphones,Electronics,11252,25,8439,True,10
Premium Skincare 3000,Skincare,Beauty & Personal Care,19283,5,18319,True,5
Super Jeans 2024,Jeans,Clothing,2457,15,2088,True,12
Super Shoes Edition,Shoes,Clothing,27315,0,27315,True,12
Classic Shoes S,Shoes,Clothing,6371,15,5415,True,60
Value Sarees Elite,Sarees,Clothing,73161,5,69503,True,40
Smartphones 1206,Smartphones,Electronics,2012,40,1207,False,0
Super Cookware Ultra,Cookware,Home & Kitchen,47068,0,47068,True,4
Classic Speakers Ultra,Speakers,Electronics,6373,10,5736,True,40
Headphones 1549,Headphones,Electronics,2113,15,1796,False,0
Luxury Dresses Plus,Dresses,Clothing,2627,30,1839,True,150
Pro Laptops Special,Laptops,Electronics,3249,20,2599,True,200
Max Kitchen Appliances 3000,Kitchen Appliances,Home & Kitchen,8553,25,6415,True,2
Luxury Televisions Pro,Televisions,Electronics,9723,35,6320,True,60
Televisions 9534,Televisions,Electronics,2337,40,1402,False,0
Classic Makeup Lite,Makeup,Beauty & Personal Care,4774,10,4297,False,0
Premium Beds Z,Beds,Furniture,79821,20,63857,True,15
Tablets 4866,Tablets,Electronics,46555,40,27933,True,4
Neo Fragrances X,Fragrances,Beauty & Personal Care,8689,70,2607,True,40
Max Smartphones Plus,Smartphones,Electronics,5177,50,2588,True,0
Pro Skincare X,Skincare,Beauty & Personal Care,5760,10,5184,True,5
Tablets 8786,Tablets,Electronics,10940,0,10940,True,15
Elite Headphones 5000,Headphones,Electronics,1304,15,1108,False,0
Speakers 5075,Speakers,Electronics,3526,30,2468,False,0
Ultra Smartwatches 3000,Smartwatches,Electronics,563,15,479,True,30
Shoes 1983,Shoes,Clothing,8280,15,7038,True,25
Style Smartphones 2024,Smartphones,Electronics,11429,40,6857,True,9
Smartphones 2759,Smartphones,Electronics,2629,10,2366,True,0
Pro Cookware 3000,Cookware,Home & Kitchen,38130,40,22878,True,4
Speakers 6690,Speakers,Electronics,1001,10,901,True,12
Beds 8187,Beds,Furniture,734,10,661,True,25
Smartwatches 1349,Smartwatches,Electronics,6597,15,5607,True,9
Neo Laptops 2024,Laptops,Electronics,19222,35,12494,True,40
Premium Activewear Special,Activewear,Clothing,43989,0,43989,False,0
Shirts 5828,Shirts,Clothing,2714,0,2714,True,3
Classic Activewear Z,Activewear,Clothing,20028,60,8011,True,5
Royal Jeans 5000,Jeans,Clothing,4687,0,4687,True,80
Classic Kitchen Appliances Elite,Kitchen Appliances,Home & Kitchen,3937,20,3150,True,40
Shirts 3627,Shirts,Clothing,15543,20,12434,False,0
Elite Headphones Collection,Headphones,Electronics,11506,15,9780,True,4
Max Shirts 5000,Shirts,Clothing,635,25,476,True,500
Super Fitness Gear Edition,Fitness Gear,"Sports, Toys & Others",33593,5,31913,True,5
Smartphones 1306,Smartphones,Electronics,29635,20,23708,True,1
Neo Cookware Ultra,Cookware,Home & Kitchen,2185,10,1966,True,500
Ultra Skincare Edition,Skincare,Beauty & Personal Care,8243,25,6182,True,7
Style Shirts Special,Shirts,Clothing,9366,0,9366,True,25
Jeans 3525,Jeans,Clothing,6915,20,5532,True,5
Neo Fitness Gear Series,Fitness Gear,"Sports, Toys & Others",2410,0,2410,True,15
Ultra Laptops Plus,Laptops,Electronics,2058,5,1955,True,150
Ultra Jeans Pro,Jeans,Clothing,4766,0,4766,True,7
T-Shirts 3126,T-Shirts,Clothing,22632,0,22632,True,25
Premium Sneakers Z,Sneakers,Clothing,9989,40,5993,True,5
Pro Jeans Plus,Jeans,Clothing,3044,5,2892,False,0
Style Fragrances Edition,Fragrances,Beauty & Personal Care,13437,50,6718,True,8
Royal Laptops Elite,Laptops,Electronics,121,60,48,True,6
Pro Laptops Max,Laptops,Electronics,21938,20,17550,True,7
Pro Sarees Special,Sarees,Clothing,513,0,513,True,5
Laptops 2310,Laptops,Electronics,3076,10,2768,True,150
Style Gaming Consoles Pro,Gaming Consoles,Electronics,1149,35,747,True,9
Luxury Shoes Series,Shoes,Clothing,916,10,824,True,6
Dresses 1955,Dresses,Clothing,22285,0,22285,True,10
Beds 5355,Beds,Furniture,2683,20,2146,False,0
Luxury Toys Max,Toys,"Sports, Toys & Others",7731,40,4639,True,40
Shirts 2276,Shirts,Clothing,4636,35,3013,True,500
Jeans 9511,Jeans,Clothing,9161,0,9161,True,9
Luxury Sarees Ultra,Sarees,Clothing,5445,25,4084,True,100
Pro Headphones Z,Headphones,Electronics,930,5,884,False,0
Pro Sneakers S,Sneakers,Clothing,17993,0,17993,True,5
Royal Skincare Series,Skincare,Beauty & Personal Care,2593,50,1296,True,30
Shoes 6864,Shoes,Clothing,651,5,618,True,12
Luxury Kitchen Appliances Series,Kitchen Appliances,Home & Kitchen,2824,5,2683,True,25
Activewear 3733,Activewear,Clothing,34668,0,34668,True,100
Televisions 7579,Televisions,Electronics,14881,50,7440,True,10
Style T-Shirts S,T-Shirts,Clothing,3132,35,2036,True,150
Vogue Televisions Collection,Televisions,Electronics,3129,25,2347,True,40
Wardrobes 6163,Wardrobes,Furniture,3244,30,2271,True,10
Neo Jeans 5000,Jeans,Clothing,73303,0,73303,True,20
Style T-Shirts Series,T-Shirts,Clothing,8096,15,6882,True,7
Headphones 6299,Headphones,Electronics,8618,10,7756,True,500
Vogue T-Shirts Z,T-Shirts,Clothing,18806,0,18806,True,25
Royal Shoes Elite,Shoes,Clothing,6721,15,5713,True,2
Classic Office Chairs Collection,Office Chairs,Furniture,3519,50,1760,True,7
Tablets 1003,Tablets,Electronics,3817,0,3817,True,20
Sports Equipment 5660,Sports Equipment,"Sports, Toys & Others",4490,5,4266,True,2
Royal Laptops 2024,Laptops,Electronics,4695,0,4695,True,1
Home Decor 5945,Home Decor,Home & Kitchen,12689,5,12055,True,10
Pro Headphones Z,Headphones,Electronics,5272,50,2636,True,8
Headphones 1355,Headphones,Electronics,12772,15,10856,True,9
Activewear 5521,Activewear,Clothing,4437,15,3771,True,6
Home Decor 9376,Home Decor,Home & Kitchen,5458,35,3548,True,5
Vogue Dresses 2024,Dresses,Clothing,367,0,367,True,30
Classic Kurtas 5000,Kurtas,Clothing,16217,15,13784,True,12
Max Dresses 5000,Dresses,Clothing,7731,15,6571,True,5
Beds 5093,Beds,Furniture,18034,20,14427,True,7
Super Headphones Lite,Headphones,Electronics,114,70,34,True,20
Trendy Wardrobes Z,Wardrobes,Furniture,74419,35,48372,True,3
Shoes 6319,Shoes,Clothing,4110,10,3699,True,4
Activewear 3832,Activewear,Clothing,20811,40,12487,True,3
Luxury Skincare Plus,Skincare,Beauty & Personal Care,1275,0,1275,True,60
Max Activewear Pro,Activewear,Clothing,10929,0,10929,True,40
Fitness Gear 7251,Fitness Gear,"Sports, Toys & Others",1253,0,1253,True,40
Premium Sarees 3000,Sarees,Clothing,2190,10,1971,True,30
Value Wardrobes Series,Wardrobes,Furniture,59327,15,50428,True,25
Value Kurtas Plus,Kurtas,Clothing,3846,25,2884,False,0
Televisions 4714,Televisions,Electronics,6537,50,3268,True,25
Shoes 1187,Shoes,Clothing,15270,15,12980,True,2
Style Televisions Edition,Televisions,Electronics,9386,15,7978,True,20
Royal Headphones Pro,Headphones,Electronics,5992,0,5992,True,50
Vogue Skincare 2024,Skincare,Beauty & Personal Care,7919,0,7919,True,12
Luxury Dining Sets Ultra,Dining Sets,Furniture,112086,20,89669,True,8
Style Kitchen Appliances Edition,Kitchen Appliances,Home & Kitchen,4572,15,3886,True,7
Kurtas 9269,Kurtas,Clothing,6400,40,3840,True,25
Trendy Cookware Lite,Cookware,Home & Kitchen,19311,0,19311,True,30
Skincare 3425,Skincare,Beauty & Personal Care,20739,0,20739,True,100
Ultra Toys Special,Toys,"Sports, Toys & Others",23057,15,19598,True,8
Premium Home Decor Edition,Home Decor,Home & Kitchen,11304,5,10739,True,50
Trendy Sarees Series,Sarees,Clothing,1115,0,1115,True,15
Shoes 3136,Shoes,Clothing,41194,30,28836,True,100
Smartphones 8879,Smartphones,Electronics,1110,0,1110,True,12
Classic Sports Equipment Edition,Sports Equipment,"Sports, Toys & Others",7303,20,5842,False,0
Pro Home Decor Ultra,Home Decor,Home & Kitchen,1848,5,1756,True,15
Max Gaming Consoles Series,Gaming Consoles,Electronics,4533,0,4533,True,40
Vogue Smartwatches Max,Smartwatches,Electronics,7555,10,6800,True,500
Trendy Sneakers Series,Sneakers,Clothing,7483,35,4864,True,3
Pro Sofas 3000,Sofas,Furniture,8528,10,7675,True,2
Style Wardrobes X,Wardrobes,Furniture,40151,30,28106,True,300
Smartphones 3773,Smartphones,Electronics,8886,0,8886,True,12
Makeup 8245,Makeup,Beauty & Personal Care,3587,35,2332,False,0
Classic Kurtas Pro,Kurtas,Clothing,17256,5,16393,True,10
T-Shirts 4825,T-Shirts,Clothing,23130,25,17348,True,3
Neo Tablets 2024,Tablets,Electronics,999,20,799,True,50
Shoes 2405,Shoes,Clothing,10713,50,5356,True,40
Premium Smartphones Ultra,Smartphones,Electronics,12260,10,11034,False,0
Activewear 3419,Activewear,Clothing,3347,0,3347,True,7
Televisions 5713,Televisions,Electronics,29466,0,29466,True,80
Luxury T-Shirts Plus,T-Shirts,Clothing,4054,40,2432,True,3
Classic Wardrobes X,Wardrobes,Furniture,5801,20,4641,True,100
Luxury Dining Sets Z,Dining Sets,Furniture,3935,35,2558,True,6
Royal Activewear Elite,Activewear,Clothing,5028,5,4777,True,20
Vogue Kitchen Appliances 2024,Kitchen Appliances,Home & Kitchen,1185,10,1066,True,300
Style Kurtas X,Kurtas,Clothing,758,0,758,True,25
Style Laptops Pro,Laptops,Electronics,39161,60,15664,True,9
Premium Laptops Lite,Laptops,Electronics,1638,25,1228,True,30
Luxury Tablets Elite,Tablets,Electronics,1358,50,679,False,0
Style Sarees X,Sarees,Clothing,300,5,285,True,7
Style Sneakers Elite,Sneakers,Clothing,2147,25,1610,True,500
Style Gaming Consoles 5000,Gaming Consoles,Electronics,882,25,662,True,40
Shoes 1312,Shoes,Clothing,41656,10,37490,True,25
Style Jeans Edition,Jeans,Clothing,18313,40,10988,True,8
Trendy T-Shirts Plus,T-Shirts,Clothing,2014,60,806,False,0
Gaming Consoles 8940,Gaming Consoles,Electronics,92111,50,46056,True,2
Kitchen Appliances 9709,Kitchen Appliances,Home & Kitchen,17657,30,12360,False,0
Pro Headphones Collection,Headphones,Electronics,3230,5,3068,True,50
Luxury T-Shirts X,T-Shirts,Clothing,191,5,181,True,12
Royal Gaming Consoles Lite,Gaming Consoles,Electronics,96840,60,38736,False,0
Trendy Sneakers S,Sneakers,Clothing,809,0,809,True,2
Style Jeans 5000,Jeans,Clothing,580,30,406,False,0
Max Shoes Ultra,Shoes,Clothing,18619,30,13033,True,6
Smartphones 9212,Smartphones,Electronics,117508,25,88131,False,0
Premium Office Chairs Elite,Office Chairs,Furniture,29796,70,8939,True,3
Sarees 1482,Sarees,Clothing,10257,10,9231,True,500
Smartphones 5590,Smartphones,Electronics,10676,10,9608,True,6
Neo Sofas Edition,Sofas,Furniture,14943,0,14943,True,200
Ultra Televisions Edition,Televisions,Electronics,13216,15,11234,True,9
Style Tablets Ultra,Tablets,Electronics,7102,5,6747,True,500
Vogue Speakers 2024,Speakers,Electronics,5642,10,5078,True,15
Max Beds 3000,Beds,Furniture,4542,40,2725,True,300
Elite Smartphones Z,Smartphones,Electronics,1849,50,924,True,0
Vogue Activewear Z,Activewear,Clothing,3421,0,3421,True,40
Smartwatches 6062,Smartwatches,Electronics,546,10,491,True,150
Royal Office Chairs 2024,Office Chairs,Furniture,4336,50,2168,True,4
Super Sneakers 2024,Sneakers,Clothing,1363,0,1363,True,3
Vogue Shirts S,Shirts,Clothing,1174,0,1174,True,9
Royal Home Decor Plus,Home Decor,Home & Kitchen,6226,0,6226,True,300
Value Cookware 2024,Cookware,Home & Kitchen,30097,20,24078,False,0
Laptops 6221,Laptops,Electronics,16259,0,16259,True,12
Skincare 7783,Skincare,Beauty & Personal Care,640,60,256,True,4
Smartphones 5970,Smartphones,Electronics,1361,15,1157,True,0
Value Smartphones Elite,Smartphones,Electronics,16741,15,14230,True,60
Pro Sports Equipment Plus,Sports Equipment,"Sports, Toys & Others",1374,5,1305,True,3
Premium Skincare Elite,Skincare,Beauty & Personal Care,3680,15,3128,True,20
Vogue Kurtas Ultra,Kurtas,Clothing,10073,25,7555,True,200
Pro Kurtas X,Kurtas,Clothing,1399,30,979,True,5
Luxury Sneakers Special,Sneakers,Clothing,5651,30,3956,True,25
Value T-Shirts Special,T-Shirts,Clothing,870,20,696,True,3
Headphones 7126,Headphones,Electronics,2255,50,1128,False,0
Trendy Smartphones Special,Smartphones,Electronics,7467,35,4854,True,5
Elite Beds Z,Beds,Furniture,621,30,435,True,40
Trendy Cookware X,Cookware,Home & Kitchen,8736,0,8736,False,0
Sarees 7767,Sarees,Clothing,4803,0,4803,True,10
Style Home Decor Z,Home Decor,Home & Kitchen,10105,0,10105,True,20
Sports Equipment 2083,Sports Equipment,"Sports, Toys & Others",6592,25,4944,True,5
Classic Headphones Special,Headphones,Electronics,29027,10,26124,False,0
Value Skincare Collection,Skincare,Beauty & Personal Care,5799,10,5219,False,0
Speakers 8005,Speakers,Electronics,2820,50,1410,True,25
Premium Kurtas Edition,Kurtas,Clothing,5777,50,2888,True,5
Shirts 7457,Shirts,Clothing,9985,50,4992,True,30
Luxury Office Chairs Pro,Office Chairs,Furniture,5251,10,4726,True,4
Classic Sofas Collection,Sofas,Furniture,5194,30,3636,True,9
Wardrobes 1694,Wardrobes,Furniture,1978,5,1879,False,0
Beds 5025,Beds,Furniture,2081,0,2081,True,40
Trendy Smartwatches Pro,Smartwatches,Electronics,796,0,796,True,6
Royal Shirts Pro,Shirts,Clothing,47908,10,43117,True,100
